id,name,status,updated_date,species,frames_with_fish,number_of_tracks,time_of_day,train_set
545170,2_2017-04-17_09-57-34.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,78,2,day,train
545171,2_2017-04-17_10-12-53.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,26,1,day,train
545173,2_2017-04-17_17-27-26.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,86,3,day,train
545175,2_2017-04-17_17-55-06.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,1,day,train
545176,2_2017-04-17_18-00-20.mp4,completed,2024-11-14T15:14:09.848966Z,Perch,56,1,day,train
545177,2_2017-04-17_18-00-55.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,47,2,day,train
545180,2_2017-04-17_18-48-07.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,53,1,day,train
545182,2_2017-04-18_08-11-43.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,74,1,day,train
545183,2_2017-04-18_09-47-25.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,58,2,day,test
545185,2_2017-04-18_09-59-50.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,29,1,day,train
545186,2_2017-04-18_10-58-13.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,36,1,day,train
545188,2_2017-04-18_12-43-29.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,27,1,day,train
545190,2_2017-04-18_14-20-43.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,97,2,day,train
545192,2_2017-04-18_17-08-51.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,32,1,day,train
545194,2_2017-04-18_17-17-33.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,56,1,day,val
545199,2_2017-04-19_08-11-26.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,33,1,day,train
545209,2_2017-04-21_12-05-16.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,111,1,day,train
545213,2_2017-04-22_14-18-43.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,47,1,day,train
545221,2_2017-04-25_06-19-11.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,42,1,day,train
545225,2_2017-04-25_07-03-12.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,38,1,day,train
545226,2_2017-04-25_07-07-23.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,52,1,day,train
545229,2_2017-04-25_08-37-14.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,37,1,day,train
545231,2_2017-04-25_10-53-11.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,32,1,day,test
545238,2_2017-04-25_17-52-37.mp4,annotation,2024-11-18T19:04:55.376617Z,River Herring,51,3,day,train
545245,2_2017-04-29_12-50-08.mp4,annotation,2024-11-18T16:53:20.218602Z,River Herring,42,1,day,val
545246,2_2017-04-29_15-28-09.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,189,6,day,train
545248,2_2017-04-29_15-58-43.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,34,1,day,test
545251,2_2017-04-29_17-32-56.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,34,1,day,train
545267,2_2017-05-01_10-36-43.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,58,2,day,train
545268,2_2017-05-01_11-53-09.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,32,1,day,train
545270,2_2017-05-01_12-57-07.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,40,1,day,val
545271,2_2017-05-04_15-17-51.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,57,1,day,train
545273,2_2017-05-04_18-09-16.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,40,1,day,train
545275,2_2017-05-05_13-39-23.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,49,1,day,train
545278,2_2017-05-05_15-48-23.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,434,3,day,train
545282,2_2017-05-06_14-54-14.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,68,1,day,train
545283,2_2017-05-06_15-04-24.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,62,1,day,train
545286,2_2017-05-06_15-54-18.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,26,1,day,test
545290,2_2017-05-06_17-21-09.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,39,1,day,train
545293,2_2017-05-08_09-07-18.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,42,1,day,train
545294,2_2017-05-08_09-58-26.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,28,1,day,train
545296,2_2017-05-08_10-15-57.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,47,1,day,test
545297,2_2017-05-08_10-20-10.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,41,1,day,train
545298,2_2017-05-08_11-37-01.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,52,1,day,val
545299,2_2017-05-08_15-24-24.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,55,2,day,train
545300,2_2017-05-08_17-51-51.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,72,2,day,train
545301,2_2017-05-09_06-43-30.mp4,completed,2024-11-06T15:17:50.240866Z,Unknown Fish,38,1,day,train
545308,2_2017-05-11_09-40-20.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,8,1,day,train
545312,2_2017-05-11_14-10-28.mp4,completed,2024-11-06T15:17:50.240866Z,Unknown Fish,62,3,day,train
545313,2_2017-05-11_14-11-16.mp4,completed,2024-11-06T15:17:50.240866Z,Unknown Fish,93,2,day,test
545314,2_2017-05-11_14-24-57.mp4,completed,2024-11-06T15:17:50.240866Z,Unknown Fish,56,3,day,train
545315,2_2017-05-11_15-09-49.mp4,completed,2024-11-06T15:17:50.240866Z,"Trout, Unknown Fish",123,2,day,train
545316,2_2017-05-11_16-10-14.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,26,2,day,train
545319,2_2017-05-11_16-50-27.mp4,completed,2024-11-18T15:21:27.337012Z,"Perch, Trout",130,2,day,train
545320,2_2017-05-11_17-54-59.mp4,completed,2024-11-18T15:22:02.810300Z,Perch,70,1,day,test
545321,2_2017-05-11_18-04-24.mp4,completed,2024-11-18T15:22:46.305262Z,Perch,70,1,day,val
545322,2_2017-05-12_07-03-02.mp4,completed,2024-11-18T15:23:25.127713Z,River Herring,37,1,day,val
545325,2_2017-05-12_09-00-57.mp4,completed,2024-11-18T15:24:04.187416Z,River Herring,84,2,day,train
545327,2_2017-05-12_09-40-07.mp4,completed,2024-11-18T15:25:03.267934Z,River Herring,25,1,day,train
545328,2_2017-05-12_09-55-35.mp4,completed,2024-11-18T15:28:37.077348Z,River Herring,51,2,day,train
545329,2_2017-05-12_11-04-49.mp4,completed,2024-11-18T15:29:31.953391Z,River Herring,27,1,day,test
545331,2_2017-05-12_17-41-49.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,63,1,day,train
545333,2_2017-05-12_17-43-57.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,55,2,day,val
545334,2_2017-05-13_06-45-26.mp4,completed,2024-11-18T15:30:08.965052Z,River Herring,22,1,day,test
545335,2_2017-05-13_07-02-55.mp4,completed,2024-11-18T15:30:58.029953Z,River Herring,38,1,day,test
545337,2_2017-05-13_09-39-51.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,106,3,day,train
545338,2_2017-05-13_10-54-51.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,34,1,day,train
545339,2_2017-05-13_12-07-06.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,45,1,day,train
545340,2_2017-05-13_18-28-10.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,31,1,day,train
545341,2_2017-05-16_18-30-01.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,49,1,day,train
545343,2_2017-05-16_19-09-11.mp4,completed,2024-11-18T15:32:29.775880Z,Bass,70,1,day,test
545345,2_2017-05-17_08-08-04.mp4,completed,2024-11-18T15:39:27.046394Z,Lamprey,124,1,day,train
545346,2_2017-05-17_08-09-15.mp4,completed,2024-11-18T15:46:23.712922Z,Lamprey,109,1,day,val
545347,2_2017-05-17_08-34-52.mp4,completed,2024-11-18T16:16:30.821997Z,Perch,59,1,day,train
545348,2_2017-05-17_09-35-16.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,52,3,day,train
545349,2_2017-05-17_10-11-11.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,101,3,day,train
545350,2_2017-05-17_10-51-37.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,27,1,day,val
545357,2_2017-05-17_13-21-59.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,34,1,day,train
545359,2_2017-05-17_15-06-44.mp4,completed,2024-11-18T16:22:11.601968Z,Lamprey,99,1,day,train
545360,2_2017-05-17_15-30-05.mp4,completed,2024-11-18T16:28:49.363895Z,"Bass, Trout",89,2,day,train
545362,2_2017-05-17_15-33-07.mp4,completed,2024-11-18T16:33:02.944032Z,Perch,63,1,day,train
545363,2_2017-05-17_16-09-40.mp4,completed,2024-11-18T16:35:55.095715Z,Lamprey,43,1,day,train
545364,2_2017-05-17_16-49-57.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,68,1,day,train
545365,2_2017-05-17_17-33-37.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,46,1,day,train
545366,2_2017-05-17_18-16-38.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,72,1,day,train
545367,2_2017-05-17_18-33-11.mp4,completed,2024-11-18T16:38:58.414095Z,Perch,63,1,day,val
545368,2_2017-05-17_19-09-39.mp4,completed,2024-11-18T16:47:06.984844Z,Perch,91,1,day,train
545370,2_2017-05-17_19-17-46.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,62,1,day,val
545371,2_2017-05-17_23-18-58.mp4,completed,2024-11-18T16:48:48.668304Z,Perch,16,1,night,train
545372,2_2017-05-18_06-34-21.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,71,1,day,train
545373,2_2017-05-18_07-46-28.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,70,2,day,test
545374,2_2017-05-18_08-16-01.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,75,1,day,train
545377,2_2017-05-18_10-05-45.mp4,completed,2024-11-18T16:50:44.676770Z,Perch,53,1,day,train
545379,2_2017-05-18_10-41-56.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,69,2,day,train
545380,2_2017-05-18_10-46-35.mp4,completed,2024-11-18T16:53:42.220793Z,Bass,152,1,day,test
545381,2_2017-05-18_13-12-02.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,25,1,day,train
545382,2_2017-05-18_13-13-32.mp4,completed,2024-11-18T17:00:46.662360Z,Lamprey,140,2,day,train
545383,2_2017-05-18_13-18-20.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,26,1,day,train
545384,2_2017-05-18_13-31-32.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,40,1,day,train
545386,2_2017-05-18_13-55-12.mp4,completed,2024-11-06T15:17:50.240866Z,Unknown Fish,73,1,day,train
545388,2_2017-05-18_14-05-08.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,90,2,day,test
545390,2_2017-05-18_14-30-26.mp4,completed,2024-11-18T16:41:38.091914Z,Perch,75,1,day,train
545392,2_2017-05-18_14-33-37.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,44,1,day,train
545393,2_2017-05-18_15-04-32.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,29,1,day,train
545394,2_2017-05-18_15-10-22.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,78,1,day,train
545395,2_2017-05-18_15-11-24.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,63,2,day,train
545396,2_2017-05-18_16-48-01.mp4,completed,2024-11-18T16:42:16.287804Z,Lamprey,82,1,day,train
545397,2_2017-05-18_19-13-18.mp4,completed,2024-11-18T17:05:42.101514Z,River Herring,238,1,day,train
545399,2_2017-05-18_21-21-36.mp4,completed,2024-11-06T15:17:50.240866Z,Unknown Fish,23,1,night,test
545400,2_2017-05-19_05-48-40.mp4,completed,2024-11-19T04:10:20.954680Z,Lamprey,480,1,dawn,train
545402,2_2017-05-19_05-49-19.mp4,completed,2024-11-18T17:07:32.555669Z,Lamprey,69,1,day,train
545403,2_2017-05-19_06-43-24.mp4,completed,2024-11-19T04:56:33.145020Z,"Perch, River Herring",80,2,day,val
545404,2_2017-05-19_07-02-10.mp4,completed,2024-11-18T17:17:54.464487Z,"Perch, Trout",144,3,day,train
545406,2_2017-05-19_07-36-39.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,77,1,day,train
545407,2_2017-05-19_07-39-44.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,63,2,day,train
545408,2_2017-05-19_07-44-35.mp4,completed,2024-11-18T17:24:10.993053Z,"Bass, Trout",97,2,day,train
545409,2_2017-05-19_08-26-06.mp4,completed,2024-11-18T17:35:05.124700Z,Trout,135,2,day,train
545410,2_2017-05-19_08-40-04.mp4,completed,2024-11-19T04:54:17.952033Z,Trout,57,2,day,train
545411,2_2017-05-19_08-45-58.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,65,1,day,test
545412,2_2017-05-19_09-09-02.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,53,1,day,train
545413,2_2017-05-19_09-48-27.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,63,2,day,test
545415,2_2017-05-19_10-39-47.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,110,1,day,train
545416,2_2017-05-19_12-52-40.mp4,completed,2024-11-18T20:58:44.651973Z,River Herring,35,1,day,train
545417,2_2017-05-19_14-04-24.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,34,1,day,train
545418,2_2017-05-19_14-09-14.mp4,completed,2024-11-19T04:45:11.863533Z,Perch,65,1,day,train
545421,2_2017-05-19_14-32-08.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,83,2,day,train
545422,2_2017-05-19_15-01-10.mp4,completed,2024-11-19T04:44:14.224884Z,Perch,66,1,day,train
545423,2_2017-05-19_15-28-33.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,74,2,day,train
545425,2_2017-05-19_15-57-56.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,40,1,day,train
545426,2_2017-05-20_06-27-49.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,1,day,train
545427,2_2017-05-20_07-07-32.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,89,1,day,train
545429,2_2017-05-20_08-05-40.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,60,1,day,train
545430,2_2017-05-20_08-43-50.mp4,completed,2024-11-19T04:43:18.024177Z,River Herring,92,2,day,train
545431,2_2017-05-20_09-54-18.mp4,completed,2024-11-19T04:42:29.708915Z,River Herring,75,1,day,train
545432,2_2017-05-20_14-31-47.mp4,completed,2024-11-19T04:41:33.637599Z,"Perch, Trout",40,2,day,train
545434,2_2017-05-20_15-17-39.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,62,1,day,test
545436,2_2017-05-20_15-20-39.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,52,3,day,train
545437,2_2017-05-20_15-26-40.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,64,3,day,train
545439,2_2017-05-20_16-16-35.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,369,3,day,val
545440,2_2017-05-20_16-38-20.mp4,completed,2024-11-19T04:40:15.878486Z,"Unknown Fish, Trout, River Herring",105,3,day,val
545442,2_2017-05-20_19-48-09.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,156,1,night,train
545443,2_2017-05-21_09-59-59.mp4,completed,2024-11-19T04:39:01.501805Z,River Herring,31,1,day,train
545444,2_2017-05-21_13-22-25.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,70,1,day,train
545446,2_2017-05-21_14-19-12.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,37,1,day,train
545448,2_2017-05-21_17-44-48.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,205,1,day,val
545449,2_2017-05-21_21-30-36.mp4,completed,2024-11-19T04:38:18.761847Z,Eel,45,2,night,train
545451,2_2017-05-21_21-39-48.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,10,1,night,train
545452,2_2017-05-21_23-14-55.mp4,completed,2024-11-19T04:37:36.211053Z,Eel,13,1,night,train
545454,2_2017-05-22_06-34-21.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,45,2,day,train
545455,2_2017-05-22_07-57-03.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,52,2,day,train
545456,2_2017-05-22_15-18-39.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,65,1,day,test
545457,2_2017-05-22_15-32-20.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,71,1,day,train
545460,2_2017-05-22_16-37-17.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,1,day,train
545462,2_2017-05-22_16-40-24.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,40,1,day,train
545463,2_2017-05-23_01-13-42.mp4,completed,2024-11-06T15:17:50.240866Z,Unknown Fish,8,1,night,train
545464,2_2017-05-24_09-51-05.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,25,1,day,train
545465,2_2017-05-24_10-39-20.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,65,1,day,train
545466,2_2017-05-24_12-56-18.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,232,3,day,train
545467,2_2017-05-24_13-10-23.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,37,1,day,val
545468,2_2017-05-24_14-29-43.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,69,1,day,train
545469,2_2017-05-24_15-05-13.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,69,2,day,train
545470,2_2017-05-24_15-23-34.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,77,1,day,train
545473,2_2017-05-24_15-58-52.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,29,1,day,train
545474,2_2017-05-24_18-30-28.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,29,1,day,train
545476,2_2017-05-24_21-30-10.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,1,night,train
545477,2_2017-05-25_15-43-47.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,76,1,day,train
545479,2_2017-05-26_14-47-29.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,48,1,day,train
545480,2_2017-05-27_06-46-06.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,26,1,day,train
545481,2_2017-05-27_07-37-24.mp4,completed,2024-11-19T04:35:38.742527Z,Bass,42,2,day,test
545482,2_2017-05-27_07-46-01.mp4,completed,2024-11-19T04:34:04.944838Z,Bass,68,2,day,val
545483,2_2017-05-27_09-12-00.mp4,completed,2024-11-19T04:33:20.086930Z,Bass,49,1,day,train
545484,2_2017-05-28_06-19-11.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,203,1,day,train
545485,2_2017-05-28_06-44-53.mp4,completed,2024-11-19T04:32:40.334335Z,Bass,26,1,day,train
545486,2_2017-05-29_08-33-54.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,1,day,train
545487,2_2017-06-01_18-36-30.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,64,2,day,train
545488,2_2017-06-02_06-27-58.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,32,2,day,test
545489,2_2017-06-02_06-35-00.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,68,4,day,train
545490,2_2017-06-02_09-41-56.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,58,1,day,val
545491,2_2017-06-02_09-42-20.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,72,1,day,train
545492,2_2017-06-02_09-42-57.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,74,1,day,train
545493,2_2017-06-02_17-58-42.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,1,day,train
545495,2_2017-06-03_13-50-40.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,90,1,day,test
545496,2_2017-06-04_06-09-56.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,61,1,day,train
545497,2_2017-06-04_08-13-48.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,85,2,day,train
545498,2_2017-06-04_11-42-17.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,97,1,day,train
545499,2_2017-06-04_15-44-52.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,365,1,day,train
545501,2_2017-06-04_15-57-18.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,40,2,day,train
545502,2_2017-06-04_15-57-27.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,54,1,day,train
545503,2_2017-06-08_06-44-34.mp4,completed,2024-11-19T04:30:42.606297Z,Bass,57,1,day,train
545504,2_2017-06-11_17-04-03.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,17,1,day,test
545505,2_2017-06-11_17-23-17.mp4,completed,2024-11-19T04:30:00.702624Z,Bass,192,2,day,train
545506,2_2017-06-11_17-23-27.mp4,completed,2024-11-06T15:17:50.240866Z,"Bass, Sunfish",211,2,day,train
545507,2_2017-06-12_06-22-45.mp4,completed,2024-11-19T04:28:37.996717Z,Sunfish,177,1,day,train
545508,2_2017-06-12_07-02-15.mp4,completed,2024-11-06T15:17:50.240866Z,"Bass, Eel",101,2,day,train
545510,2_2017-06-12_08-30-21.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,192,2,day,test
545512,2_2017-06-12_10-15-03.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,90,1,day,train
545513,2_2017-06-12_11-44-54.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,130,1,day,train
545514,2_2017-06-12_11-48-11.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,112,1,day,val
545515,2_2017-06-12_12-24-07.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,117,1,day,train
545516,2_2017-06-12_16-15-21.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,62,1,day,train
545517,2_2017-06-12_17-20-44.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,20,1,day,train
545525,2_2017-05-10_14-10-41.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,28,1,day,train
545527,2_2017-05-18_08-31-31.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,150,1,day,test
545148,2_2017-04-13_12-39-29.mp4,completed,2024-12-15T05:58:18.009272Z,River Herring,71,3,day,train
545153,2_2017-04-13_14-10-29.mp4,completed,2024-12-15T06:27:52.277415Z,River Herring,50,3,day,train
545172,2_2017-04-17_10-34-00.mp4,completed,2024-12-15T06:33:47.316499Z,River Herring,29,2,day,val
545174,2_2017-04-17_17-45-21.mp4,completed,2024-12-15T06:41:45.588360Z,River Herring,115,4,day,train
545187,2_2017-04-18_11-13-19.mp4,completed,2024-12-15T06:59:51.488750Z,Perch,70,1,day,train
545195,2_2017-04-18_17-40-07.mp4,completed,2024-12-15T07:03:56.840177Z,River Herring,51,1,day,train
545196,2_2017-04-18_18-02-35.mp4,completed,2024-12-15T07:06:22.683526Z,River Herring,23,1,day,train
545207,2_2017-04-20_13-37-40.mp4,completed,2024-12-14T06:30:17.184211Z,Bass,93,1,day,train
545208,2_2017-04-21_11-15-20.mp4,completed,2024-12-15T06:56:58.672651Z,Perch,194,2,day,train
545227,2_2017-04-25_07-30-25.mp4,completed,2024-12-15T07:08:22.858229Z,River Herring,24,1,day,train
545242,2_2017-04-29_09-09-49.mp4,completed,2024-12-15T07:10:44.719099Z,River Herring,33,1,day,train
545250,2_2017-04-29_17-23-20.mp4,completed,2024-12-15T07:14:59.060907Z,River Herring,60,3,day,train
542267,2_2018-04-13_11-00-03.mp4,completed,2024-11-15T20:16:52.684648Z,River Herring,12,1,day,train
542292,2_2018-04-14_17-12-42.mp4,completed,2024-11-15T20:18:34.058553Z,River Herring,14,1,day,train
542293,2_2018-04-14_17-33-33.mp4,completed,2024-11-15T20:20:31.748957Z,River Herring,22,1,day,train
542353,2_2018-04-27_13-07-38.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,12,1,day,train
542360,2_2018-04-27_15-23-03.mp4,completed,2024-11-14T21:23:02.690726Z,River Herring,23,3,day,train
542375,2_2018-04-27_16-36-07.mp4,completed,2024-11-15T14:53:28.558089Z,River Herring,26,3,day,train
542381,2_2018-04-27_16-48-38.mp4,completed,2024-11-14T21:22:54.139448Z,River Herring,24,4,day,train
542398,2_2018-04-27_17-46-36.mp4,completed,2024-11-15T14:57:12.457756Z,River Herring,25,3,day,train
542451,2_2018-04-29_08-16-42.mp4,completed,2024-11-14T21:16:00.760180Z,Trout,26,1,day,train
542468,2_2018-04-29_13-07-53.mp4,completed,2024-11-14T21:20:06.121680Z,Trout,37,4,day,train
542483,2_2018-04-29_16-17-14.mp4,completed,2024-11-15T20:22:23.244941Z,River Herring,12,1,day,train
542517,2_2018-04-29_17-59-40.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,39,5,day,train
542521,2_2018-04-29_18-12-22.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,20,1,day,train
542532,2_2018-04-29_18-27-20.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,1,day,train
542538,2_2018-04-29_18-31-06.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,9,1,day,test
542544,2_2018-04-29_18-33-45.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,13,1,day,train
542550,2_2018-04-29_18-51-11.mp4,completed,2024-11-15T20:25:33.320878Z,"Unknown Fish, River Herring",92,2,day,train
542557,2_2018-04-29_19-08-39.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,11,1,day,val
542572,2_2018-05-02_06-19-22.mp4,completed,2024-11-14T21:18:25.712879Z,River Herring,13,1,day,train
542598,2_2018-05-03_16-21-02.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,18,2,day,train
542785,2_2018-05-22_13-37-26.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,34,1,day,val
542816,2_2018-05-24_00-11-38.mp4,completed,2024-11-15T15:32:33.133658Z,River Herring,9,1,night,val
542824,2_2018-05-24_14-30-52.mp4,completed,2024-11-15T15:17:34.354509Z,Trout,25,1,day,test
542833,2_2018-05-25_14-02-31.mp4,completed,2024-11-15T15:11:33.535517Z,Sunfish,120,1,day,train
542836,2_2018-05-25_14-42-28.mp4,completed,2024-11-15T15:30:33.928832Z,Trout,86,2,day,train
542851,2_2018-05-25_17-34-10.mp4,completed,2024-11-15T20:43:07.824116Z,Sunfish,111,2,day,test
542872,2_2018-05-26_17-35-05.mp4,completed,2024-11-15T20:30:28.819238Z,Sunfish,54,1,day,train
544607,2_2018-04-13_15-14-33.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,22,1,day,test
544610,2_2018-04-14_06-59-36.mp4,completed,2024-11-09T01:21:46.876247Z,Trout,18,1,day,train
544612,2_2018-04-22_07-10-37.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,14,1,day,train
544613,2_2018-04-26_15-03-18.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,62,4,day,train
544614,2_2018-04-27_09-34-41.mp4,completed,2024-11-14T21:17:46.506707Z,Trout,80,2,day,train
544615,2_2018-04-27_12-01-34.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,11,1,day,train
