id,name,status,updated_date,species,frames_with_fish,number_of_tracks,time_of_day,train_set
806905,Coonamassett_2024-05-22_03-28-44_285.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,10,1,night,train
806907,Coonamassett_2024-05-22_04-02-13_489.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,48,1,night,train
806908,Coonamassett_2024-05-22_04-12-14_875.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,47,1,night,train
806910,Coonamassett_2024-05-22_04-21-37_223.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,63,2,night,train
806911,Coonamassett_2024-05-22_04-38-33_012.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,45,3,night,val
816327,Coonamassett_2024-05-06_09-12-22_146.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,20,day,train
816329,Coonamassett_2024-05-06_09-12-24_146.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,19,day,train
816349,Coonamassett_2024-04-26_12-56-39_715.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,7,day,train
816351,Coonamassett_2024-04-26_12-56-41_715.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,5,day,train
816352,Coonamassett_2024-04-26_12-56-43_715.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,5,day,train
816354,Coonamassett_2024-04-26_12-56-45_715.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,4,day,train
816402,Coonamassett_2024-05-06_09-15-31_399.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,4,day,train
816403,Coonamassett_2024-05-06_09-15-27_399.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,14,day,train
816405,Coonamassett_2024-05-06_09-15-29_399.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,9,day,train
816473,Coonamassett_2024-05-06_09-15-31_399.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,4,day,train
816475,Coonamassett_2024-05-06_09-26-13_934.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,22,6,day,test
816476,Coonamassett_2024-05-06_09-26-15_934.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,10,day,train
816478,Coonamassett_2024-05-06_09-26-17_934.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,19,3,day,train
816480,Coonamassett_2024-05-06_09-28-45_025.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,18,day,train
816482,Coonamassett_2024-05-06_09-28-47_025.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,28,day,val
816483,Coonamassett_2024-05-06_09-28-49_025.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,19,20,day,train
816485,Coonamassett_2024-05-07_07-11-59_847.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,42,day,train
816486,Coonamassett_2024-05-07_07-12-01_847.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,18,31,day,test
816488,Coonamassett_2024-05-07_09-04-01_507.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,31,18,day,train
816490,Coonamassett_2024-05-07_09-04-03_507.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,25,9,day,train
816492,Coonamassett_2024-05-07_09-04-11_221.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,31,11,day,train
816493,Coonamassett_2024-05-07_09-04-13_221.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,25,17,day,train
816496,Coonamassett_2024-05-07_09-04-15_221.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,18,11,day,train
816497,Coonamassett_2024-05-07_10-04-03_798.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,9,day,train
816500,Coonamassett_2024-05-07_10-04-05_798.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,8,day,train
816501,Coonamassett_2024-05-07_10-04-07_798.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,5,day,train
816503,Coonamassett_2024-05-07_10-04-09_798.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,23,4,day,train
816504,Coonamassett_2024-05-07_10-04-11_798.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,18,1,day,train
816517,Coonamassett_2024-05-06_09-12-26_146.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,27,day,train
816519,Coonamassett_2024-05-06_09-12-28_146.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,0,day,train
816522,Coonamassett_2024-05-06_09-15-29_399.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,8,day,train
829628,Coonamassett_2024-05-07_17-55-27_219.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,35,1,day,train
829629,Coonamassett_2024-05-07_17-56-55_219.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,74,1,day,train
829644,Coonamassett_2024-06-05_00-12-04_469.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,27,1,night,train
829654,Coonamassett_2024-05-07_11-58-34_220.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,39,1,day,train
836259,Coonamassett_2024-05-21_06-18-22_091.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,29,12,day,train
836260,Coonamassett_2024-05-21_06-18-24_091.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,29,16,day,train
836262,Coonamassett_2024-05-21_06-18-18_091.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,11,day,train
836263,Coonamassett_2024-05-21_06-18-20_091.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,28,14,day,train
918927,Coonamessett_2024-05-12_22-32-21_857.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,36,1,night,val
918928,Coonamessett_2024-05-12_22-25-25_492.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,17,1,night,train
918929,Coonamessett_2024-05-12_20-58-44_044.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,10,1,night,train
918931,Coonamessett_2024-05-12_20-58-18_680.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,57,4,night,train
918932,Coonamessett_2024-05-12_20-55-06_316.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,11,1,night,train
918933,Coonamessett_2024-05-12_20-53-45_952.mp4,completed,2024-11-06T15:17:50.240866Z,"Unknown Fish, River Herring",14,2,night,train
918936,Coonamessett_2024-05-12_20-52-43_210.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,36,1,night,train
918937,Coonamessett_2024-05-12_20-52-14_976.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,27,2,night,train
918938,Coonamessett_2024-05-12_20-51-42_070.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,17,2,night,val
918940,Coonamessett_2024-05-12_20-51-17_574.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,18,2,night,train
918941,Coonamessett_2024-05-12_20-51-02_823.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,53,5,night,train
918943,Coonamessett_2024-05-12_20-50-43_666.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,19,1,night,val
918944,Coonamessett_2024-05-12_20-49-26_774.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,22,1,night,val
918945,Coonamessett_2024-05-12_20-49-22_102.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,22,2,night,test
918947,Coonamessett_2024-05-12_20-47-57_333.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,35,1,night,train
918948,Coonamessett_2024-05-12_20-46-29_961.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,23,2,night,train
918949,Coonamessett_2024-05-12_20-44-52_377.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,18,2,night,train
918952,Coonamessett_2024-05-12_20-40-00_226.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,2,night,test
918953,Coonamessett_2024-05-12_20-39-30_590.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,77,2,night,train
918955,Coonamessett_2024-05-12_20-38-33_855.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,34,4,night,train
918956,Coonamessett_2024-05-12_08-48-50_152.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,58,5,day,train
918959,Coonamessett_2024-05-12_08-23-45_895.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,22,1,day,val
918960,Coonamessett_2024-05-12_08-04-22_244.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,30,1,day,test
918961,Coonamessett_2024-05-12_02-51-47_910.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,37,1,night,train
918963,Coonamessett_2024-05-12_02-30-33_898.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,54,1,night,val
918964,Coonamessett_2024-05-12_00-18-24_090.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,23,1,night,train
918966,Coonamessett_2024-05-12_00-08-01_418.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,35,1,night,val
918967,Coonamessett_2024-05-12_00-04-24_561.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,10,1,night,val
918991,Coonamessett_2024-05-12_18-07-27_553.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,42,1,day,train
918992,Coonamessett_2024-05-12_18-11-51_400.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,39,2,day,train
918995,Coonamessett_2024-05-12_18-58-54_219.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,25,1,day,train
918996,Coonamessett_2024-05-12_20-34-09_337.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,18,1,night,test
918998,Coonamessett_2024-05-12_22-07-13_853.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,35,2,night,train
919000,Coonamessett_2024-05-12_22-46-53_967.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,12,1,night,train
919001,Coonamessett_2024-05-12_22-47-05_314.mp4,completed,2024-11-06T15:17:50.240866Z,"Eel, Unknown Fish",41,2,night,train
919004,Coonamessett_2024-05-12_00-53-08_963.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,35,1,night,train
919005,Coonamessett_2024-05-12_04-02-27_944.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,38,1,night,train
919006,Coonamessett_2024-05-12_04-03-48_372.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,57,1,night,train
919008,Coonamessett_2024-05-12_04-09-04_747.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,28,1,night,train
919009,Coonamessett_2024-05-12_04-09-13_157.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,58,3,night,train
919011,Coonamessett_2024-05-12_04-43-29_191.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,27,1,night,train
919012,Coonamessett_2024-05-12_12-46-26_985.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,53,1,day,val
919014,Coonamessett_2024-05-12_12-46-42_403.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,46,1,day,val
919015,Coonamessett_2024-05-12_14-23-35_861.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,73,4,day,train
919016,Coonamessett_2024-05-12_14-27-41_821.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,16,1,day,train
919019,Coonamessett_2024-05-12_16-06-53_648.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,27,1,day,test
928171,Coonamessett_2024-05-13_00-03-19_406.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,54,1,night,val
928172,Coonamessett_2024-05-13_00-10-15_443.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,31,2,night,train
928173,Coonamessett_2024-05-13_00-13-29_411.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,11,1,night,train
928174,Coonamessett_2024-05-13_00-37-42_770.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,26,1,night,train
928175,Coonamessett_2024-05-13_02-00-47_047.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,7,1,night,train
928176,Coonamessett_2024-05-13_02-03-37_520.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,6,1,night,val
928178,Coonamessett_2024-05-13_02-05-53_485.mp4,completed,2024-11-06T15:17:50.240866Z,Unknown Fish,9,1,night,train
928179,Coonamessett_2024-05-13_09-40-15_617.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,26,1,day,train
928180,Coonamessett_2024-05-13_12-09-56_594.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,39,1,day,train
928182,Coonamessett_2024-05-13_12-12-33_782.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,31,1,day,train
928184,Coonamessett_2024-05-13_12-13-45_008.mp4,completed,2024-11-06T15:17:50.240866Z,"Eel, River Herring",51,2,day,test
928185,Coonamessett_2024-05-13_12-13-49_276.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,31,1,day,train
928186,Coonamessett_2024-05-13_12-21-13_366.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,29,1,day,train
928188,Coonamessett_2024-05-13_12-38-53_275.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,43,1,day,val
928190,Coonamessett_2024-05-13_15-01-15_074.mp4,completed,2024-11-06T19:49:19.479717Z,"Eel, Unknown Fish",45,2,day,train
928191,Coonamessett_2024-05-13_15-01-38_497.mp4,completed,2024-11-06T19:54:07.671011Z,"Eel, Unknown Fish",68,2,day,train
928192,Coonamessett_2024-05-13_15-06-50_879.mp4,completed,2024-11-06T19:47:18.316182Z,"Eel, Unknown Fish",57,2,day,train
928193,Coonamessett_2024-05-13_15-29-47_867.mp4,completed,2024-11-06T19:45:13.599209Z,"Eel, Unknown Fish",49,2,day,train
928194,Coonamessett_2024-05-13_18-12-09_083.mp4,completed,2024-11-07T02:16:07.664166Z,Eel,58,1,day,train
928196,Coonamessett_2024-05-13_18-12-25_165.mp4,completed,2024-11-07T01:47:54.783445Z,Eel,41,2,day,train
928197,Coonamessett_2024-05-13_18-50-57_884.mp4,completed,2024-11-06T20:55:26.462662Z,"Eel, Unknown Fish",61,2,day,train
928198,Coonamessett_2024-05-13_22-11-02_299.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,16,0,night,train
928199,Coonamessett_2024-05-13_22-12-12_302.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,0,night,test
928200,Coonamessett_2024-05-13_22-20-15_978.mp4,completed,2024-11-06T19:41:39.953528Z,"Unknown Fish, River Herring",23,2,night,train
928201,Coonamessett_2024-05-13_22-28-31_999.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,2,night,train
979668,Coonamessett_2024-05-07_07-03-02_820.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979669,Coonamessett_2024-05-07_07-03-21_840.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979670,Coonamessett_2024-05-07_07-04-21_836.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,test
979671,Coonamessett_2024-05-07_07-04-38_853.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979672,Coonamessett_2024-05-07_07-07-09_811.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979673,Coonamessett_2024-05-07_07-07-19_821.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979674,Coonamessett_2024-05-07_07-07-30_833.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979675,Coonamessett_2024-05-07_07-07-48_852.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,1,day,train
979676,Coonamessett_2024-05-07_07-12-21_803.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979677,Coonamessett_2024-05-07_07-12-24_806.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979678,Coonamessett_2024-05-07_07-12-37_820.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979680,Coonamessett_2024-05-07_07-12-48_831.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979681,Coonamessett_2024-05-07_07-14-21_862.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979682,Coonamessett_2024-05-07_07-14-30_804.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979683,Coonamessett_2024-05-07_07-14-54_829.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979684,Coonamessett_2024-05-07_07-14-59_834.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979685,Coonamessett_2024-05-07_07-15-21_857.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979686,Coonamessett_2024-05-07_07-17-21_849.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,5,day,train
979687,Coonamessett_2024-05-07_07-17-57_820.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979689,Coonamessett_2024-05-07_07-18-28_852.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,val
979690,Coonamessett_2024-05-07_07-24-21_821.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,0,day,train
979691,Coonamessett_2024-05-09_13-26-23_994.mp4,completed,2024-11-06T15:17:50.240866Z,"Eel, Unknown Fish",40,2,day,train
979692,Coonamessett_2024-05-10_03-53-16_836.mp4,completed,2024-11-06T20:58:12.201403Z,Unknown Fish,28,1,night,train
979694,Coonamessett_2024-05-12_20-46-35_568.mp4,completed,2024-11-06T21:01:57.842798Z,River Herring,45,1,night,train
979695,Coonamessett_2024-05-13_20-37-43_609.mp4,completed,2024-11-06T22:05:35.773730Z,River Herring,13,2,night,train
979696,Coonamessett_2024-05-13_20-57-07_603.mp4,completed,2024-11-06T22:06:43.938427Z,Eel,6,1,night,train
979697,Coonamessett_2024-05-13_23-05-43_445.mp4,completed,2024-11-06T22:08:08.174631Z,River Herring,13,1,night,test
979698,Coonamessett_2024-05-13_23-11-31_116.mp4,completed,2024-11-06T22:14:22.999241Z,"Unknown Fish, River Herring",52,2,night,train
1086961,Coonamessett_2024-05-22_23-01-37_901.mp4,completed,2024-12-13T05:04:26.312586Z,River Herring,16,2,night,train
1086962,Coonamessett_2024-05-22_23-15-22_840.mp4,completed,2024-12-13T05:13:14.348440Z,River Herring,125,3,night,train
1086963,Coonamessett_2024-05-22_23-25-40_577.mp4,completed,2024-12-13T05:17:59.183404Z,Unknown Fish,13,1,night,train
1086964,Coonamessett_2024-05-22_23-32-00_616.mp4,completed,2024-12-13T05:20:12.920461Z,River Herring,18,2,night,test
1086966,Coonamessett_2024-05-22_23-49-21_300.mp4,completed,2024-12-13T05:21:36.100936Z,River Herring,10,1,night,train
1086967,Coonamessett_2024-05-22_23-51-31_494.mp4,completed,2024-12-13T05:24:15.774373Z,River Herring,19,3,night,train
1086968,Coonamessett_2024-05-22_23-53-09_923.mp4,completed,2024-12-13T05:29:49.032011Z,River Herring,63,4,night,train
1086969,Coonamessett_2024-05-24_20-30-29_234.mp4,completed,2024-12-13T06:17:59.130427Z,River Herring,32,4,night,train
1086970,Coonamessett_2024-05-24_20-35-06_841.mp4,completed,2024-12-13T06:21:12.658280Z,River Herring,25,4,night,train
1086971,Coonamessett_2024-05-24_20-40-20_150.mp4,completed,2024-12-13T06:24:47.236183Z,"Unknown Fish, River Herring",39,5,night,train
1086972,Coonamessett_2024-05-24_20-41-17_206.mp4,completed,2024-12-13T06:29:55.024383Z,River Herring,19,1,night,train
1086974,Coonamessett_2024-05-24_20-53-09_775.mp4,completed,2024-12-13T06:33:38.033462Z,River Herring,36,3,night,train
1086976,Coonamessett_2024-05-24_20-54-44_468.mp4,completed,2024-12-13T06:40:13.119907Z,River Herring,33,4,night,train
1086978,Coonamessett_2024-05-24_20-58-16_477.mp4,completed,2024-12-13T06:44:39.226899Z,River Herring,32,6,night,train
1086980,Coonamessett_2024-05-24_21-04-09_308.mp4,completed,2024-12-13T06:53:13.826737Z,River Herring,70,5,night,train
1086982,Coonamessett_2024-05-24_21-05-55_748.mp4,completed,2024-12-13T06:58:14.167105Z,"Unknown Fish, River Herring",51,4,night,train
1086983,Coonamessett_2024-05-24_21-11-28_952.mp4,completed,2024-12-13T07:03:28.515203Z,"Unknown Fish, River Herring",47,5,night,train
1086984,Coonamessett_2024-05-24_21-25-21_993.mp4,completed,2024-12-13T06:15:01.302956Z,River Herring,9,2,night,train
1086985,Coonamessett_2024-05-24_21-25-30_134.mp4,completed,2024-12-13T06:13:05.428239Z,"Unknown Fish, River Herring",71,6,night,train
1086986,Coonamessett_2024-05-24_21-29-03_350.mp4,completed,2024-12-13T06:06:37.137248Z,"Unknown Fish, River Herring",26,4,night,train
1086987,Coonamessett_2024-05-24_21-41-01_475.mp4,completed,2024-12-13T05:58:50.433539Z,River Herring,21,2,night,val
1086988,Coonamessett_2024-05-25_06-38-46_261.mp4,completed,2024-12-14T06:13:42.321961Z,River Herring,163,0,day,train
1086990,Coonamessett_2024-05-25_06-39-03_812.mp4,completed,2024-12-14T05:32:45.990522Z,River Herring,85,0,day,train
1086991,Coonamessett_2024-05-25_06-39-12_420.mp4,completed,2024-12-14T05:09:55.447707Z,River Herring,119,32,day,train
1086992,Coonamessett_2024-05-25_06-44-58_565.mp4,completed,2024-12-14T04:23:47.153634Z,River Herring,72,5,day,train
1086993,Coonamessett_2024-05-25_06-45-51_150.mp4,completed,2024-12-13T23:55:46.101681Z,River Herring,33,2,day,train
1086994,Coonamessett_2024-05-25_06-50-09_741.mp4,completed,2024-12-13T05:56:55.156272Z,River Herring,43,2,day,train
1086995,Coonamessett_2024-05-25_18-15-52_268.mp4,completed,2024-12-13T05:53:22.802276Z,River Herring,16,2,day,val
1086997,Coonamessett_2024-05-25_19-07-00_875.mp4,completed,2024-12-13T05:51:32.088202Z,River Herring,6,1,day,test
1086998,Coonamessett_2024-05-25_19-32-22_237.mp4,completed,2024-12-13T05:50:20.669351Z,River Herring,22,3,day,train
1086999,Coonamessett_2024-05-25_19-39-42_536.mp4,completed,2024-12-13T05:47:49.090783Z,Unknown Fish,14,1,night,val
1087001,Coonamessett_2024-05-25_19-58-50_464.mp4,completed,2024-12-13T05:02:34.767381Z,River Herring,25,3,night,train
1087002,Coonamessett_2024-05-25_23-30-40_782.mp4,completed,2024-12-13T05:00:02.887502Z,River Herring,66,3,night,train
1087003,Coonamessett_2024-05-25_23-44-10_721.mp4,completed,2024-12-13T04:57:15.119356Z,River Herring,52,2,night,train
1087006,Coonamessett_2024-05-25_23-46-14_511.mp4,completed,2024-12-13T04:54:26.637124Z,"Unknown Fish, River Herring",115,5,night,test
1087007,Coonamessett_2024-05-26_01-10-24_827.mp4,completed,2024-12-13T04:14:36.712506Z,"Unknown Fish, River Herring",55,8,night,val
1087010,Coonamessett_2024-05-26_01-21-53_985.mp4,completed,2024-12-13T04:08:59.789822Z,River Herring,28,3,night,train
1087011,Coonamessett_2024-05-26_01-49-11_493.mp4,completed,2024-12-13T04:06:15.495171Z,River Herring,8,1,night,train
1087012,Coonamessett_2024-05-26_02-03-23_180.mp4,completed,2024-12-13T02:53:30.479982Z,River Herring,38,1,night,train
1087013,Coonamessett_2024-05-26_02-12-37_990.mp4,completed,2024-12-13T02:48:24.587599Z,River Herring,93,3,night,val
1087016,Coonamessett_2024-05-26_02-14-15_685.mp4,completed,2024-12-13T02:26:46.472057Z,River Herring,111,2,night,train
1087018,Coonamessett_2024-05-26_03-10-04_261.mp4,completed,2024-12-12T23:51:00.323429Z,River Herring,55,2,night,train
1087019,Coonamessett_2024-05-26_03-16-12_821.mp4,completed,2024-12-12T21:08:47.119640Z,River Herring,27,3,night,train
1087020,Coonamessett_2024-05-26_03-30-40_668.mp4,completed,2024-12-12T21:05:54.837227Z,River Herring,26,2,night,train
1087022,Coonamessett_2024-05-26_03-31-42_662.mp4,completed,2024-12-12T21:03:02.048085Z,River Herring,89,3,night,train
1087023,Coonamessett_2024-05-26_03-45-04_712.mp4,completed,2024-12-12T20:56:10.116133Z,River Herring,56,1,night,train
1087024,Coonamessett_2024-05-26_23-48-06_491.mp4,completed,2024-12-12T20:43:59.243779Z,Unknown Fish,11,1,night,train
1087025,Coonamessett_2024-05-27_02-22-25_920.mp4,completed,2024-12-12T20:42:49.404344Z,River Herring,9,1,night,train
1087027,Coonamessett_2024-05-27_02-26-13_011.mp4,completed,2024-12-12T20:41:35.215933Z,River Herring,23,1,night,train
1087028,Coonamessett_2024-05-27_02-42-50_794.mp4,completed,2024-12-12T20:39:44.759676Z,River Herring,8,1,night,train
1087029,Coonamessett_2024-05-27_02-56-14_187.mp4,completed,2024-12-12T19:58:48.251206Z,River Herring,72,1,night,train
1087031,Coonamessett_2024-05-27_11-56-13_712.mp4,completed,2024-12-12T19:54:28.330985Z,River Herring,20,1,day,train
1087034,Coonamessett_2024-05-27_11-58-45_727.mp4,completed,2024-12-12T19:52:23.714725Z,River Herring,163,3,day,test
1087036,Coonamessett_2024-05-28_04-02-12_285.mp4,completed,2024-12-12T19:46:29.697448Z,River Herring,12,1,night,train
1087037,Coonamessett_2024-05-28_04-05-56_974.mp4,completed,2024-12-12T19:45:04.441094Z,River Herring,7,1,night,train
1087039,Coonamessett_2024-05-28_04-12-59_057.mp4,completed,2024-12-12T19:43:31.902863Z,River Herring,17,2,night,train
1087041,Coonamessett_2024-05-28_04-15-29_005.mp4,completed,2024-12-12T19:41:39.531788Z,River Herring,6,1,night,train
1087043,Coonamessett_2024-05-28_04-20-09_949.mp4,completed,2024-12-12T19:40:35.018913Z,River Herring,10,1,night,train
1087044,Coonamessett_2024-05-28_04-30-20_218.mp4,completed,2024-12-12T19:39:30.067825Z,River Herring,16,1,night,train
1087046,Coonamessett_2024-05-28_04-31-11_402.mp4,completed,2024-12-12T19:36:47.505538Z,"Unknown Fish, River Herring",17,3,night,train
1087047,Coonamessett_2024-05-28_04-44-49_477.mp4,completed,2024-12-12T18:42:20.176102Z,River Herring,72,3,night,train
1087049,Coonamessett_2024-05-28_04-48-47_645.mp4,completed,2024-12-12T18:36:19.265223Z,River Herring,7,1,night,train
1087050,Coonamessett_2024-05-28_04-51-47_089.mp4,completed,2024-12-12T18:35:05.768060Z,River Herring,7,1,night,train
1087053,Coonamessett_2024-05-28_04-51-55_164.mp4,completed,2024-12-12T18:34:10.124729Z,River Herring,10,1,night,test
1087054,Coonamessett_2024-05-28_04-54-03_958.mp4,completed,2024-12-12T18:32:52.238085Z,River Herring,89,3,night,train
1087055,Coonamessett_2024-05-28_19-15-25_522.mp4,completed,2024-12-12T18:25:52.189084Z,River Herring,7,1,day,train
1087056,Coonamessett_2024-05-28_19-55-49_486.mp4,completed,2024-12-12T18:24:41.727881Z,"Unknown Fish, River Herring",29,4,night,train
1087057,Coonamessett_2024-05-29_21-00-52_706.mp4,completed,2024-12-12T18:21:48.784808Z,River Herring,96,4,night,train
1087058,Coonamessett_2024-05-29_21-05-17_230.mp4,completed,2024-12-12T18:02:46.233072Z,River Herring,67,3,night,train
1087059,Coonamessett_2024-05-29_21-09-19_065.mp4,completed,2024-12-12T17:53:53.065502Z,River Herring,45,4,night,train
1087060,Coonamessett_2024-05-30_09-00-13_427.mp4,completed,2024-12-12T17:16:49.857896Z,River Herring,34,2,day,train
1087062,Coonamessett_2024-05-30_09-06-55_890.mp4,completed,2024-12-13T17:41:00.161164Z,River Herring,61,1,day,train
1087064,Coonamessett_2024-05-30_09-18-47_990.mp4,completed,2024-12-12T07:52:30.462325Z,"Unknown Fish, River Herring",121,5,day,train
1087067,Coonamessett_2024-05-30_09-19-37_305.mp4,completed,2024-12-12T17:25:47.229449Z,River Herring,90,3,day,test
